Gene,Macaque gene name,Mouse gene name
"NADSYN1","NADSYN1",Nadsyn1
KRTAP5-7,NA,NA
KRTAP5-8,Gm39115,NA
KRTAP5-8,Gm45337,NA
KRTAP5-8,Gm7579,NA
KRTAP5-9,NA,NA
KRTAP5-10,NA,NA
RP11-167J8.3,NA,NA
FAM86C1,NA,NA
RP11-849H4.2,NA,NA
RNF121,RNF121,Rnf121
IL18BP,IL18BP,Il18bp
NUMA1,NUMA1,Numa1
RP11-849H4.4,NA,NA
LRTOMT,NA,NA
LAMTOR1,LAMTOR1,Lamtor1
ANAPC15,Anapc15-ps,NA
FOLR3,NA,NA
FOLR1,FOLR1,Folr1
FOLR2,FOLR2,Folr2
INPPL1,INPPL1,Inppl1
PHOX2A,PHOX2A,Phox2a
CLPB,CLPB,Clpb
AP000593.7,NA,NA
PDE2A,Pde2a,NA
RP11-169D4.2,NA,NA
ARAP1,ARAP1,Arap1
ARAP1-AS1,NA,NA
ARAP1-AS2,NA,NA
STARD10,STARD10,Stard10
ATG16L2,ATG16L2,Atg16l2
FCHSD2,FCHSD2,Fchsd2
RP11-800A3.3,NA,NA
P2RY2,P2RY2,P2ry2
P2RY6,P2RY6,P2ry6
RP11-800A3.7,NA,NA
ARHGEF17,ARHGEF17,Arhgef17
RELT,RELT,Relt
RP11-809N8.2,NA,NA
FAM168A,FAM168A,Fam168a
RP11-809N8.4,NA,NA
PLEKHB1,PLEKHB1,Plekhb1
RAB6A,RAB6A,Rab6a
RP11-707G14.1,NA,NA
MRPL48,MRPL48,Mrpl48
COA4,COA4,Coa4
PAAF1,PAAF1,NA
DNAJB13,DNAJB13,Dnajb13
UCP2,UCP2,Ucp2
UCP3,UCP3,Ucp3
C2CD3,C2CD3,C2cd3
PPME1,PPME1,Ppme1
P4HA3,P4HA3,P4ha3
RP11-632K5.3,NA,NA
PGM2L1,PGM2L1,Pgm2l1
RP11-702H23.4,NA,NA
KCNE3,KCNE3,Kcne3
RP11-702H23.6,NA,NA
LIPT2,LIPT2,Lipt2
AP001372.2,NA,NA
POLD3,NA,NA
CHRDL2,CHRDL2,Chrdl2
RNF169,RNF169,Rnf169
XRRA1,XRRA1,Xrra1
SPCS2,Spcs2,NA
SPCS2,Spcs2,NA
NEU3,NEU3,Neu3
CTD-2562J17.2,NA,NA
SLCO2B1,SLCO2B1,Slco2b1
CTD-2562J17.4,NA,NA
TPBGL,TPBGL,Tpbgl
ARRB1,ARRB1,Arrb1
RPS3,RPS3,NA
KLHL35,KLHL35,Klhl35
GDPD5,GDPD5,Gdpd5
SERPINH1,SERPINH1,Serpinh1
CTD-2530H12.4,NA,NA
MAP6,MAP6,Map6
MOGAT2,MOGAT2,Mogat2
DGAT2,DGAT2,Dgat2
RP11-535A19.1,NA,NA
RP11-535A19.2,NA,NA
UVRAG,UVRAG,Uvrag
WNT11,WNT11,Wnt11
PRKRIR,NA,NA
RP11-111M22.2,NA,NA
RP11-111M22.4,NA,NA
RP11-111M22.5,NA,NA
RP11-111M22.3,NA,NA
EMSY,EMSY,Emsy
RP11-672A2.6,NA,NA
RP11-672A2.5,NA,NA
AP001189.4,NA,NA
LRRC32,LRRC32,Lrrc32
TSKU,TSKU,Tsku
RP11-21L23.3,NA,NA
ACER3,ACER3,Acer3
B3GNT6,B3GNT6,B3gnt6
CAPN5,CAPN5,Capn5
MYO7A,MYO7A,Myo7a
GDPD4,GDPD4,Gdpd4
PAK1,PAK1,Pak1
RP11-739B23.1,NA,NA
CLNS1A,CLNS1A,Clns1a
AQP11,AQP11,Aqp11
RSF1,RSF1,Rsf1
AAMDC,AAMDC,Aamdc
RP11-91P24.7,NA,NA
RP11-91P24.5,NA,NA
RP11-91P24.6,NA,NA
INTS4,INTS4,Ints4
KCTD14,KCTD14,Kctd14
RP11-7I15.3,NA,NA
NDUFC2-KCTD14,NA,NA
RP11-7I15.4,NA,NA
THRSP,THRSP,Thrsp
NDUFC2,NDUFC2,Ndufc2
ALG8,ALG8,Alg8
KCTD21-AS1,NA,NA
KCTD21,KCTD21,Kctd21
USP35,USP35,Usp35
GAB2,GAB2,Gab2
RP11-452H21.1,NA,NA
RP11-452H21.4,NA,NA
"NARS2","NARS2",Nars2
TENM4,TENM4,Tenm4
CTD-2337I7.1,NA,NA
MIR4300HG,NA,NA
FAM181B,FAM181B,Fam181b
PRCP,PRCP,Prcp
DDIAS,DDIAS,Ddias
RAB30,RAB30,Rab30
RAB30-AS1,NA,NA
RP11-113K21.4,NA,NA
PCF11,PCF11,Pcf11
PCF11-AS1,NA,NA
ANKRD42,ANKRD42,Ankrd42
CCDC90B,CCDC90B,Ccdc90b
RP11-727A23.10,NA,NA
DLG2,DLG2,Dlg2
RP11-160H12.2,NA,NA
CTD-2537O9.1,NA,NA
AP000857.3,NA,NA
TMEM126B,TMEM126B,Tmem126b
TMEM126A,TMEM126A,Tmem126a
CREBZF,CREBZF,Crebzf
CCDC89,CCDC89,Ccdc89
SYTL2,SYTL2,Sytl2
PICALM,PICALM,Picalm
RP11-12D16.2,NA,NA
EED,EED,Eed
C11orf73,NA,NA
CCDC81,CCDC81,Ccdc81
RP11-317J19.1,NA,NA
ME3,ME3,Me3
CTD-2005H7.1,NA,NA
CTD-2005H7.2,NA,NA
PRSS23,PRSS23,Prss23
AP000654.4,NA,NA
RP11-736K20.5,NA,NA
FZD4,FZD4,Fzd4
RP11-736K20.6,NA,NA
TMEM135,TMEM135,Tmem135
RP11-164N3.2,NA,NA
RAB38,RAB38,Rab38
CTSC,CTSC,Ctsc
GRM5-AS1,NA,NA
GRM5,GRM5,Grm5
NOX4,NOX4,Nox4
RP11-313I2.11,NA,NA
"NAALAD2",NA,NA
"NAALAD2","NAALAD2",Naalad2
CHORDC1,NA,NA
CHORDC1,CHORDC1,Chordc1
FAT3,FAT3,Fat3
RP11-676F20.4,NA,NA
RP11-676F20.1,NA,NA
MTNR1B,Mtnr1b,NA
SLC36A4,SLC36A4,Slc36a4
RP11-755E23.3,NA,NA
CCDC67,NA,NA
SMCO4,SMCO4,Smco4
CEP295,CEP295,Cep295
SCARNA9,NA,NA
TAF1D,TAF1D,Taf1d
C11orf54,4931406C07Rik,NA
MED17,MED17,Med17
VSTM5,VSTM5,Vstm5
HEPHL1,HEPHL1,Hephl1
PANX1,PANX1,Panx1
GPR83,Gpr83,NA
MRE11A,NA,NA
RP11-685N10.1,NA,NA
ANKRD49,ANKRD49,Ankrd49
C11orf97,C14H11orf97,1700012B09Rik
PIWIL4,PIWIL4,Piwil4
FUT4,Fut4,NA
RP11-867G2.8,NA,NA
RP11-867G2.6,NA,NA
AMOTL1,AMOTL1,Amotl1
CWC15,CWC15,Cwc15
KDM4D,KDM4D,Kdm4d
SRSF8,SRSF8,Srsf2
ENDOD1,ENDOD1,Endod1
RP11-712B9.2,NA,NA
SESN3,SESN3,Sesn3
FAM76B,FAM76B,Fam76b
CEP57,CEP57,Cep57
MTMR2,MTMR2,Mtmr2
MAML2,MAML2,Maml2
CCDC82,CCDC82,Ccdc82
JRKL,JRKL,Jrkl
RP11-882G5.1,NA,NA
CNTN5,CNTN5,Cntn5
CTD-2383M3.1,NA,NA
ARHGAP42,ARHGAP42,Arhgap42
TMEM133,NA,NA
PGR,PGR,Pgr
TRPC6,TRPC6,Trpc6
ANGPTL5,ANGPTL5,NA
CEP126,CEP126,Cep126
C11orf70,NA,NA
RP11-732A21.2,NA,NA
RP11-732A21.3,NA,NA
YAP1,YAP1,Yap1
BIRC3,BIRC3,Birc3
BIRC2,BIRC2,Birc2
TMEM123,TMEM123,Tmem123
RP11-315O6.1,NA,NA
MMP7,MMP7,Mmp7
MMP20,MMP20,Mmp20
RP11-817J15.2,NA,NA
MMP27,MMP27,Mmp27
MMP10,MMP10,NA
MMP1,MMP1,Mmp1b
MMP1,MMP1,Mmp1a
MMP3,MMP3,Mmp3
MMP12,MMP12,Mmp12
MMP13,MMP13,Mmp13
DCUN1D5,DCUN1D5,Dcun1d5
DYNC2H1,DYNC2H1,Dync2h1
RP11-563P16.1,NA,NA
PDGFD,PDGFD,Pdgfd
CASP4,CASP4,NA
CASP5,CASP5,NA
CASP1,CASP1,Casp1
CARD16,Casp1,NA
GRIA4,GRIA4,Gria4
MSANTD4,MSANTD4,Msantd4
KBTBD3,KBTBD3,Kbtbd3
AASDHPPT,AASDHPPT,Aasdhppt
RP11-677I18.3,NA,NA
GUCY1A2,GUCY1A2,Gucy1a2
RP11-819C21.1,NA,NA
CWF19L2,CWF19L2,Cwf19l2
ALKBH8,ALKBH8,Alkbh8
ELMOD1,ELMOD1,Elmod1
SLC35F2,SLC35F2,Slc35f2
RAB39A,RAB39A,Rab39
CUL5,CUL5,Cul5
RP11-144G7.2,NA,NA
ACAT1,Acat1,NA
NPAT,NPAT,Npat
ATM,ATM,Atm
C11orf65,4930550C14Rik,NA
KDELC2,NA,NA
EXPH5,EXPH5,Exph5
DDX10,DDX10,Ddx10
RP11-25I9.3,NA,NA
C11orf87,C14H11orf87,AI593442
ZC3H12C,ZC3H12C,Zc3h12c
RDX,RDX,Rdx
FDX1,FDX1,Fdx1
ARHGAP20,ARHGAP20,Arhgap20
RP11-89C3.3,NA,NA
RP11-89C3.4,NA,NA
C11orf53,NA,NA
COLCA1,NA,NA
COLCA2,NA,NA
POU2AF1,POU2AF1,Pou2af1
BTG4,BTG4,Btg4
RP11-794P6.6,NA,NA
LAYN,LAYN,Layn
SIK2,SIK2,Sik2
PPP2R1B,PPP2R1B,Ppp2r1b
RP11-108O10.2,NA,NA
ALG9,ALG9,Alg9
RP11-108O10.8,NA,NA
FDXACB1,Fdxacb1,NA
C11orf1,C14H11orf1,1110032A03Rik
CRYAB,CRYAB,Cryab
HSPB2,HSPB2,Hspb2
HSPB2-C11orf52,NA,NA
C11orf52,C14H11orf52,2310030G06Rik
DIXDC1,DIXDC1,Dixdc1
DLAT,DLAT,Dlat
PIH1D2,PIH1D2,Pih1d2
C11orf57,NA,NA
TIMM8B,TIMM8B,Timm8b
SDHD,SDHD,Sdhd
AP002884.2,NA,NA
IL18,IL18,Il18
TEX12,TEX12,Tex12
BCO2,BCO2,Bco2
PTS,PTS,Pts
PLET1,PLET1,Plet1
RP11-356J5.13,NA,NA
RP11-356J5.12,NA,NA
RP11-65M17.3,NA,NA
RP11-629G13.1,NA,NA
NCAM1,NCAM1,Ncam1
NCAM1-AS1,NA,NA
RP11-839D17.3,NA,NA
TTC12,TTC12,Ttc12
ANKK1,Ankk1,NA
DRD2,DRD2,Drd2
TMPRSS5,TMPRSS5,Tmprss5
ZW10,ZW10,Zw10
RP11-667M19.2,NA,NA
USP28,USP28,Usp28
HTR3A,HTR3A,Htr3a
ZBTB16,ZBTB16,Zbtb16
NNMT,NNMT,Nnmt
RP11-64D24.4,NA,NA
C11orf71,C14H11orf71,Gm5617
RBM7,RBM7,Rbm7
RP11-212D19.4,NA,NA
REXO2,REXO2,Rexo2
NXPE2,NXPE2,Nxpe2
CADM1,CADM1,Cadm1
AP000462.3,NA,NA
AP000462.2,NA,NA
RP11-136I14.5,NA,NA
AP000997.1,NA,NA
AP000997.2,NA,NA
AP000797.3,NA,NA
LINC00900,NA,NA
AP000797.4,NA,NA
AP001891.1,NA,NA
BUD13,BUD13,Bud13
AP006216.10,NA,NA
ZPR1,ZPR1,Zpr1
APOC3,Apoc3,NA
APOA1,APOA1,Apoa1
APOA1-AS,NA,NA
SIK3,SIK3,Sik3
AP000936.4,NA,NA
PAFAH1B2,PAFAH1B2,Pafah1b2
SIDT2,SIDT2,Sidt2
TAGLN,TAGLN,Tagln
PCSK7,PCSK7,Pcsk7
RNF214,RNF214,Rnf214
BACE1,BACE1,Bace1
BACE1-AS,NA,NA
CEP164,CEP164,Cep164
AP000892.4,NA,NA
DSCAML1,DSCAML1,Dscaml1
RP11-35P15.1,NA,NA
FXYD2,Fxyd2,NA
RP11-728F11.3,NA,NA
FXYD6-FXYD2,NA,NA
RP11-728F11.4,NA,NA
FXYD6,Fxyd6,NA
TMPRSS13,TMPRSS13,Tmprss13
IL10RA,IL10RA,Il10ra
TMPRSS4,TMPRSS4,Tmprss4
SCN4B,SCN4B,Scn4b
SCN2B,SCN2B,Scn2b
JAML,JAML,NA
MPZL3,Mpzl3,NA
MPZL2,MPZL2,Mpzl2
CD3E,CD3E,Cd3e
CD3D,CD3D,Cd3d
CD3G,CD3G,Cd3g
UBE4A,UBE4A,Ube4a
RP11-770J1.5,NA,NA
ATP5L,NA,NA
RP11-770J1.4,NA,NA
KMT2A,KMT2A,Kmt2a
RP11-770J1.3,NA,NA
TTC36,TTC36,Ttc36
TMEM25,TMEM25,Tmem25
IFT46,IFT46,Ift46
ARCN1,ARCN1,Arcn1
PHLDB1,PHLDB1,Phldb1
AP002954.3,NA,NA
TREH,TREH,Treh
DDX6,DDX6,Ddx6
RP11-158I9.8,NA,NA
CXCR5,CXCR5,Cxcr5
RP11-158I9.5,NA,NA
BCL9L,BCL9L,Bcl9l
UPK2,UPK2,Upk2
FOXR1,NA,NA
FOXR1,FOXR1,Foxr1
RP11-110I1.12,NA,NA
CCDC84,NA,NA
RP11-110I1.11,NA,NA
RPS25,NA,NA
RPS25,RPS25,Rps25
TRAPPC4,NA,NA
TRAPPC4,TRAPPC4,Trappc4
SLC37A4,NA,NA
SLC37A4,SLC37A4,Slc37a4
RP11-110I1.6,NA,NA
HYOU1,NA,NA
HYOU1,HYOU1,Hyou1
RP11-110I1.14,NA,NA
RP11-110I1.13,NA,NA
VPS11,NA,NA
VPS11,VPS11,Vps11
HMBS,HMBS,Hmbs
H2AFX,NA,NA
DPAGT1,DPAGT1,Dpagt1
C2CD2L,C2CD2L,C2cd2l
HINFP,HINFP,Hinfp
ABCG4,ABCG4,Abcg4
NLRX1,NLRX1,Nlrx1
PDZD3,PDZD3,Pdzd3
CCDC153,CCDC153,Ccdc153
CBL,CBL,Cbl
MCAM,MCAM,Mcam
RNF26,RNF26,Gm9008
RNF26,RNF26,Rnf26
RNF26,RNF26,Gm49380
RP11-334E6.10,NA,NA
C1QTNF5,C1QTNF5,C1qtnf5
USP2,USP2,Usp2
USP2-AS1,NA,NA
THY1,THY1,Thy1
RP11-196E1.3,NA,NA
PVRL1,NA,NA
CTD-2523D13.2,NA,NA
TRIM29,TRIM29,Trim29
AP000679.2,NA,NA
OAF,OAF,Oaf
POU2F3,POU2F3,Pou2f3
TMEM136,NA,NA
ARHGEF12,ARHGEF12,Arhgef12
GRIK4,GRIK4,Grik4
RP11-640N11.2,NA,NA
TBCEL,Tbcel,NA
TECTA,TECTA,Tecta
SC5D,SC5D,Sc5d
RP11-730K11.1,NA,NA
SORL1,SORL1,Sorl1
BLID,NA,NA
MIR100HG,NA,NA
UBASH3B,UBASH3B,Ubash3b
CRTAM,CRTAM,Crtam
C11orf63,NA,NA
BSX,BSX,Bsx
HSPA8,HSPA8,Hspa8
CLMP,CLMP,Clmp
GRAMD1B,GRAMD1B,Gramd1b
SCN3B,SCN3B,Scn3b
ZNF202,ZNF202,Zfp202
VWA5A,VWA5A,AW551984
VWA5A,VWA5A,Vwa5a
TBRG1,TBRG1,Tbrg1
SIAE,SIAE,Siae
SPA17,SPA17,Spa17
NRGN,NRGN,Nrgn
RP11-677M14.2,NA,NA
VSIG2,VSIG2,Vsig2
ESAM,ESAM,Esam
RP11-677M14.3,NA,NA
MSANTD2,MSANTD2,Msantd2
AP000866.1,NA,NA
RP11-677M14.7,NA,NA
ROBO3,ROBO3,Robo3
ROBO4,ROBO4,Robo4
RP11-664I21.6,NA,NA
HEPN1,NA,NA
CCDC15,CCDC15,Ccdc15
SLC37A2,SLC37A2,Slc37a2
TMEM218,TMEM218,Tmem218
PKNOX2-AS1,NA,NA
PKNOX2,PKNOX2,Pknox2
FEZ1,FEZ1,Fez1
AP000708.1,NA,NA
EI24,EI24,Ei24
STT3A-AS1,NA,NA
STT3A,STT3A,Stt3a
CHEK1,CHEK1,Chek1
ACRV1,ACRV1,Acrv1
PATE1,PATE1,Pate1
PATE2,PATE2,Pate2
RP11-680F20.10,NA,NA
HYLS1,HYLS1,Hyls1
PUS3,PUS3,Pus3
RP11-680F20.9,NA,NA
DDX25,DDX25,Ddx25
RP11-680F20.4,NA,NA
RP11-680F20.6,NA,NA
CDON,CDON,Cdon
RP11-680F20.12,NA,NA
RP11-673E11.2,NA,NA
RPUSD4,RPUSD4,Rpusd4
RP11-50B3.4,NA,NA
FAM118B,FAM118B,Fam118b
SRPRA,SRPRA,Srpr
FOXRED1,FOXRED1,Foxred1
TIRAP,TIRAP,Tirap
RP11-712L6.5,NA,NA
DCPS,DCPS,Dcps
ST3GAL4-AS1,NA,NA
ST3GAL4,ST3GAL4,St3gal4
KIRREL3,KIRREL3,Kirrel3
RP11-115C10.1,NA,NA
RP11-688I9.4,NA,NA
RP11-688I9.2,NA,NA
KIRREL3-AS3,NA,NA
RP11-480C22.1,NA,NA
ETS1,ETS1,Ets1
RP11-264E20.2,NA,NA
RP11-264E20.1,NA,NA
FLI1,FLI1,Fli1
SENCR,NA,NA
KCNJ1,KCNJ1,Kcnj1
KCNJ5,KCNJ5,Kcnj5
C11orf45,NA,NA
TP53AIP1,NA,NA
ARHGAP32,ARHGAP32,Arhgap32
BARX2,BARX2,Barx2
TMEM45B,TMEM45B,Tmem45b
NFRKB,NFRKB,Nfrkb
PRDM10,PRDM10,Prdm10
LINC00167,NA,NA
APLP2,APLP2,Aplp2
ST14,ST14,St14
ZBTB44,ZBTB44,Zbtb44
RP11-121M22.1,NA,NA
ADAMTS8,ADAMTS8,Adamts8
ADAMTS15,ADAMTS15,Adamts15
RP11-890B15.2,NA,NA
RP11-890B15.3,NA,NA
SNX19,SNX19,Snx19
NTM,NTM,Ntm
AP004372.1,NA,NA
OPCML,OPCML,Opcml
IGSF9B,IGSF9B,Igsf9b
RP11-713P17.5,NA,NA
RP11-713P17.3,NA,NA
RP11-713P17.4,NA,NA
JAM3,JAM3,Jam3
NCAPD3,NCAPD3,Ncapd3
RP11-700F16.3,NA,NA
VPS26B,VPS26B,Vps26b
THYN1,THYN1,Thyn1
ACAD8,ACAD8,Acad8
GLB1L3,GLB1L3,Glb1l3
GLB1L2,GLB1L2,Glb1l2
B3GAT1,B3GAT1,B3gat1
AP004550.1,NA,NA
RP11-469N6.1,NA,NA
RP11-555G19.1,NA,NA
TUBB8,NA,NA
ZMYND11,ZMYND11,Zmynd11
DIP2C,DIP2C,Dip2c
RP11-809C18.3,NA,NA
PRR26,NA,NA
RP11-164C1.2,NA,NA
LARP4B,LARP4B,Larp4b
RP11-363N22.2,NA,NA
GTPBP4,GTPBP4,Gtpbp4
IDI2,Gm9745,NA
IDI2,Idi2,NA
IDI2-AS1,NA,NA
IDI1,IDI1,Idi1
WDR37,WDR37,Wdr37
LINC00200,NA,NA
ADARB2,ADARB2,Adarb2
LINC00701,NA,NA
RP11-446F3.2,NA,NA
RP11-526P5.2,NA,NA
RP11-118K6.3,NA,NA
PFKP,Pfkp,NA
PFKP,PFKP,Pfkp
PITRM1,PITRM1,Pitrm1
PITRM1-AS1,NA,NA
RP11-298E9.5,NA,NA
RP11-195B3.1,NA,NA
KLF6,KLF6,Klf6
LINC00702,NA,NA
RP11-34C15.2,NA,NA
LINC00704,NA,NA
AKR1E2,AKR1E2,Akr1e1
AKR1C2,NA,NA
AKR1C1,NA,NA
RP11-499O7.7,NA,NA
AKR1C3,AKR1C3,NA
AKR1C4,NA,NA
UCN3,UCN3,Ucn3
TUBAL3,TUBAL3,Tubal3
NET1,NET1,Net1
CALML3,CALML3,Calml3
RP13-463N16.6,NA,NA
RP11-336A10.5,NA,NA
ASB13,ASB13,Asb13
FAM208B,NA,NA
RP11-336A10.2,NA,NA
GDI2,GDI2,Gdi2
RP11-318E3.9,NA,NA
ANKRD16,ANKRD16,Ankrd16
FBXO18,NA,NA
RP11-536K7.3,NA,NA
IL15RA,IL15RA,Il15ra
IL2RA,IL2RA,Il2ra
RP11-536K7.5,NA,NA
RBM17,RBM17,Rbm17
PFKFB3,PFKFB3,Pfkfb3
RP11-414H17.5,NA,NA
RP11-563J2.2,NA,NA
RP11-563J2.3,NA,NA
PRKCQ,PRKCQ,Prkcq
RP11-554I8.2,NA,NA
LINC00706,NA,NA
LINC00707,NA,NA
SFMBT2,SFMBT2,Sfmbt2
RP5-1031D4.2,NA,NA
ITIH5,ITIH5,Itih5
ITIH2,ITIH2,Itih2
KIN,KIN,Kin
ATP5C1,NA,NA
TAF3,TAF3,Taf3
GATA3,GATA3,Gata3
SFTA1P,NA,NA
CELF2,CELF2,Celf2
CELF2-AS1,NA,NA
USP6NL,USP6NL,Usp6nl
RP11-138I18.1,NA,NA
RP11-138I18.2,NA,NA
ECHDC3,ECHDC3,Echdc3
PROSER2,PROSER2,Proser2
PROSER2-AS1,NA,NA
UPF2,UPF2,Upf2
DHTKD1,SEC61A2,Dhtkd1
SEC61A2,Sec61a2,NA
NUDT5,NUDT5,Nudt5
CDC123,CDC123,Cdc123
RP11-186N15.3,NA,NA
CAMK1D,CAMK1D,Camk1d
CCDC3,CCDC3,Ccdc3
OPTN,OPTN,Optn
MCM10,MCM10,Mcm10
UCMA,UCMA,Ucma
PHYH,PHYH,Phyh
SEPHS1,SEPHS1,Sephs1
RP11-445K13.2,NA,NA
BEND7,Bend7,NA
RP11-214D15.2,NA,NA
PRPF18,PRPF18,Prpf18
RP11-295P9.13,NA,NA
FRMD4A,FRMD4A,Frmd4a
RP11-295P9.12,NA,NA
RP11-142M10.2,NA,NA
FAM107B,FAM107B,Fam107b
CDNF,CDNF,Cdnf
HSPA14,HSPA14,Hspa14
RP11-398C13.6,NA,NA
SUV39H2,SUV39H2,Suv39h2
DCLRE1C,DCLRE1C,Dclre1c
MEIG1,MEIG1,Meig1
OLAH,OLAH,Olah
ACBD7,ACBD7,Acbd7
C10orf111,NA,NA
RPP38,RPP38,Rpp38
NMT2,NMT2,Nmt2
FAM171A1,FAM171A1,Fam171a1
RP11-25G10.2,NA,NA
ITGA8,ITGA8,Itga8
FAM188A,NA,NA
PTER,PTER,Pter
C1QL3,C1QL3,C1ql3
RSU1,RSU1,Rsu1
CUBN,CUBN,Cubn
RP11-406H21.2,NA,NA
TRDMT1,TRDMT1,Trdmt1
VIM-AS1,NA,NA
VIM,VIM,Vim
RP11-124N14.3,NA,NA
ST8SIA6,ST8SIA6,St8sia6
ST8SIA6-AS1,NA,NA
HACD1,HACD1,Hacd1
STAM-AS1,NA,NA
STAM,STAM,Stam
RP11-390B4.3,NA,NA
TMEM236,TMEM236,Tmem236
MRC1,MRC1,Mrc1
SLC39A12,SLC39A12,Slc39a12
CACNB2,CACNB2,Cacnb2
RP11-499P20.2,NA,NA
RP11-383B4.4,NA,NA
NSUN6,NSUN6,Nsun6
ARL5B,ARL5B,Arl5b
MALRD1,MALRD1,Malrd1
RP11-354E11.2,NA,NA
PLXDC2,PLXDC2,Plxdc2
NEBL,NEBL,Nebl
C10orf113,NA,NA
NEBL-AS1,NA,NA
CASC10,NA,NA
SKIDA1,SKIDA1,Skida1
MLLT10,MLLT10,Mllt10
DNAJC1,DNAJC1,Dnajc1
RP11-573G6.6,NA,NA
COMMD3,Commd3,NA
COMMD3-BMI1,NA,NA
BMI1,BMI1,Bmi1
RP11-573G6.9,NA,NA
RP11-573G6.8,NA,NA
RP11-573G6.10,NA,NA
SPAG6,SPAG6,Spag6
SPAG6,SPAG6,Spag6l
PIP4K2A,PIP4K2A,Pip4k2a
ARMC3,ARMC3,Armc3
MSRB2,MSRB2,Msrb2
PTF1A,PTF1A,Ptf1a
LINC01552,NA,NA
C10orf67,C9H10orf67,4921504E06Rik
RP11-371A19.2,NA,NA
OTUD1,OTUD1,Otud1
KIAA1217,KIAA1217,Etl4
ARHGAP21,ARHGAP21,Arhgap21
PRTFDC1,PRTFDC1,NA
RP11-165A20.3,NA,NA
ENKUR,ENKUR,Enkur
THNSL1,THNSL1,Thnsl1
LINC01516,NA,NA
GPR158-AS1,NA,NA
GPR158,GPR158,Gpr158
LINC00836,NA,NA
RP11-435M3.2,NA,NA
MYO3A,MYO3A,Myo3a
GAD2,GAD2,Gad2
APBB1IP,APBB1IP,Apbb1ip
LINC00264,NA,NA
PDSS1,PDSS1,Pdss1
RP13-16H11.5,NA,NA
ABI1,ABI1,Abi1
LINC00202-1,NA,NA
LINC00614,NA,NA
ANKRD26,ANKRD26,NA
YME1L1,YME1L1,Yme1l1
MASTL,MASTL,Mastl
ACBD5,ACBD5,Acbd5
RP11-85G18.6,NA,NA
RP11-748L13.6,NA,NA
PTCHD3,NA,NA
PTCHD3,PTCHD3,Ptchd3
RAB18,RAB18,Rab18
MKX,MKX,Mkx
ARMC4,NA,NA
MPP7,MPP7,Mpp7
RP11-351M16.4,NA,NA
RP11-351M16.3,NA,NA
WAC-AS1,NA,NA
WAC,WAC,Wac
BAMBI,BAMBI,Bambi
RP11-478H13.1,NA,NA
C10orf126,NA,NA
SVIL-AS1,NA,NA
SVIL-AS1,NA,NA
SVIL,SVIL,Svil
KIAA1462,NA,NA
MTPAP,MTPAP,Mtpap
MAP3K8,MAP3K8,Map3k8
RP11-14C22.6,NA,NA
ZNF438,ZNF438,Zfp438
RP11-192P3.4,NA,NA
ZEB1-AS1,NA,NA
ZEB1,ZEB1,Zeb1
RP11-472N13.2,NA,NA
RP11-472N13.3,NA,NA
ARHGAP12,ARHGAP12,Arhgap12
KIF5B,KIF5B,Kif5b
EPC1,EPC1,Epc1
RP11-135A24.4,NA,NA
CCDC7,CCDC7,NA
CCDC7.1,NA,NA
RP11-479G22.8,NA,NA
ITGB1,ITGB1,Itgb1
RP11-462L8.1,NA,NA
NRP1,NRP1,Nrp1
RP11-342D11.2,NA,NA
RP11-90B22.1,NA,NA
PARD3,PARD3,Pard3
PARD3-AS1,NA,NA
RP11-297A16.4,NA,NA
CUL2,CUL2,Cul2
RP11-297A16.2,NA,NA
CREM,CREM,Crem
RP11-324I22.2,NA,NA
CCNY,CCNY,Ccny
RP11-324I22.4,NA,NA
GJD4,GJD4,Gjd4
RP11-425A6.5,NA,NA
FZD8,FZD8,Fzd8
PCAT5,NA,NA
RP11-309N24.1,NA,NA
ANKRD30A,ANKRD30A,NA
RP11-258F22.1,NA,NA
ZNF248,ZNF248,Zfp248
RP11-162G10.5,NA,NA
ZNF25,Zfp9,NA
ZNF25,Zfp9,NA
RP11-393J16.4,NA,NA
ZNF33A,ZNF33A,NA
ZNF37A,ZNF37A,NA
RP11-508N22.12,NA,NA
RP11-508N22.13,NA,NA
RP11-291L22.4,NA,NA
LINC00839,NA,NA
ZNF33B,ZNF33B,NA
AL022344.5,NA,NA
AL022344.7,NA,NA
BMS1,BMS1,Bms1
LINC01264,NA,NA
RET,RET,Ret
RP11-351D16.3,NA,NA
CSGALNACT2,CSGALNACT2,Csgalnact2
RASGEF1A,RASGEF1A,Rasgef1a
FXYD4,FXYD4,Fxyd4
HNRNPF,HNRNPF,Hnrnpf
RP11-517P14.2,NA,NA
ZNF487,ZNF487,Zfp763
ZNF239,ZNF239,Zfp239
ZNF485,ZNF485,NA
RP11-402L1.4,NA,NA
ZNF32,ZNF32,Zfp637
ZNF32-AS1,NA,NA
ZNF32-AS2,NA,NA
LINC00619,NA,NA
LINC00840,NA,NA
RP11-20J15.3,NA,NA
CXCL12,CXCL12,Cxcl12
TMEM72-AS1,NA,NA
TMEM72,TMEM72,Tmem72
RP11-285G1.9,NA,NA
RASSF4,RASSF4,Rassf4
C10orf10,NA,NA
C10orf25,NA,NA
ZNF22,ZNF22,Zfp422
RP11-445N18.5,NA,NA
OR13A1,NA,NA
OR13A1,OR13A1,Or13a1
ALOX5,NA,NA
ALOX5,ALOX5,Alox5
MARCH8,NA,NA
